item,brand,category
3786,1515,3
3787,1515,3
3788,1069,3
3789,2347,0
3790,532,0
3791,1698,1
3792,1929,0
3793,666,6
3794,2293,1
3795,532,3
3796,532,3
3797,489,1
3798,1392,3
3799,532,0
3800,2659,0
3801,1292,7
3802,1772,6
3803,1772,6
3804,1772,6
3805,2252,3
3806,2390,11
3807,398,3
3808,1294,1
3809,1294,1
3810,1929,3
3811,2476,3
3812,999,3
3813,1588,3
3814,2741,0
3815,489,3
3816,19,1
3817,2006,3
3818,1919,3
3819,1919,3
3820,2278,3
3821,1745,1
3822,2143,3
3823,2143,3
3824,1734,11
3825,1392,1
3826,925,8
3827,2406,1
3828,61,3
3829,893,0
3830,2003,3
3831,2001,1
3832,339,0
3833,49,1
3834,61,3
3835,926,1
3836,928,1
3837,928,1
3838,928,1
3839,928,1
3840,928,1
3841,888,1
3842,928,1
3843,928,1
3844,2432,3
3845,393,0
3846,2227,3
3847,928,1
3848,963,3
3849,660,1
3850,532,3
3851,1499,3
3852,1493,3
3853,859,11
3854,1000,3
3855,2598,0
3856,2239,1
3857,1544,6
3858,42,3
3859,42,3
3860,1887,0
3861,2283,0
3862,2359,6
3863,2359,6
3864,1392,6
3865,1813,0
3866,951,0
3867,951,0
3868,1095,3
3869,480,1
3870,577,3
3871,302,0
3872,2315,3
3873,201,3
3874,1929,3
3875,1268,0
3876,532,0
3877,532,0
3878,1610,1
3879,494,3
3880,1730,3
3881,938,3
3882,938,1
3883,532,0
3884,532,0
3885,532,0
3886,532,0
3887,560,3
3888,560,3
3889,1481,1
3890,2242,3
3891,2242,3
3892,1621,1
3893,1621,1
3894,1621,1
3895,480,1
3896,480,1
3897,1249,3
3898,2284,3
3899,229,1
3900,297,3
3901,1843,3
3902,1448,5
3903,2278,3
3904,2278,3
3905,1843,2
3906,431,9
3907,985,5
3908,985,5
3909,985,5
3910,985,5
3911,985,5
3912,985,5
3913,201,3
3914,1621,1
3915,1621,1
3916,1491,0
3917,533,3
3918,1804,1
3919,1576,3
3920,1155,3
3921,142,8
3922,587,8
3923,1735,3
3924,63,3
3925,1292,7
3926,1022,1
3927,2740,8
3928,2750,3
3929,2221,3
3930,183,6
3931,664,0
3932,133,8
3933,1266,0
3934,1491,0
3935,359,0
3936,2476,3
3937,1282,3
3938,1000,3
3939,1825,3
3940,1189,3
3941,218,0
3942,160,3
3943,1799,3
3944,924,1
3945,585,7
3946,843,3
3947,2032,6
3948,1611,8
3949,2185,3
3950,2103,1
3951,2468,1
3952,1131,3
3953,1131,3
3954,926,1
3955,773,1
3956,999,8
3957,1762,1
3958,2103,11
3959,201,3
3960,271,3
3961,1022,1
3962,2370,3
3963,1621,1
3964,1621,1
3965,380,0
3966,2103,1
3967,2476,3
3968,1392,3
3969,1052,3
3970,1249,3
3971,664,3
3972,815,1
3973,2103,1
3974,2103,1
3975,1795,6
3976,1599,1
3977,1806,7
3978,1212,8
3979,1762,1
3980,1292,6
3981,1292,6
3982,1763,0
3983,1287,3
3984,938,1
3985,2285,1
3986,201,3
3987,201,3
3988,1392,3
3989,2468,1
3990,1392,3
3991,1451,1
3992,133,3
3993,585,3
3994,1274,3
3995,39,6
3996,39,6
3997,2540,7
3998,2422,0
3999,1772,6
4000,1978,1
4001,1745,1
4002,965,1
4003,480,1
4004,663,3
4005,496,8
4006,573,1
4007,825,12
4008,1242,3
4009,2444,0
4010,1491,0
4011,603,1
4012,2563,1
4013,1018,1
4014,2761,0
4015,2021,3
4016,1770,6
4017,134,1
4018,134,1
4019,2139,4
4020,171,1
4021,2245,7
4022,1413,3
4023,1382,1
4024,134,1
4025,134,1
4026,1553,3
4027,274,2
4028,2021,3
4029,2021,3
4030,2021,3
4031,664,0
4032,1621,1
4033,750,8
4034,2617,3
4035,2510,3
4036,1020,8
4037,134,1
4038,2476,3
4039,2476,3
4040,1515,3
4041,1172,7
4042,1471,3
4043,185,3
4044,58,0
4045,2750,8
4046,2052,0
4047,2476,3
4048,2476,3
4049,2540,7
4050,638,0
4051,1578,3
4052,2695,8
4053,1185,3
4054,302,3
4055,2488,3
4056,1804,1
4057,1282,3
4058,1052,3
4059,1525,3
4060,1644,3
4061,1644,3
4062,2476,3
4063,914,1
4064,2307,0
4065,2548,0
4066,2143,3
4067,888,1
4068,1239,7
4069,1741,3
4070,2350,1
4071,489,3
4072,229,1
4073,2006,3
4074,2704,14
4075,1929,3
4076,928,1
4077,1189,3
4078,271,3
4079,1728,1
4080,489,3
4081,448,3
4082,757,3
4083,2036,12
4084,218,0
4085,1143,1
4086,1285,0
4087,1285,0
4088,1462,1
4089,2301,3
4090,1621,1
4091,2468,1
4092,2468,1
4093,480,1
4094,2003,6
4095,413,14
4096,259,8
4097,985,5
4098,2301,3
4099,2368,3
4100,1919,3
4101,1804,1
4102,1919,3
4103,2002,3
4104,2002,3
4105,1515,3
4106,1515,3
4107,1799,3
4108,162,3
4109,134,1
4110,2131,3
4111,969,3
4112,1367,3
4113,489,3
4114,644,3
4115,535,2
4116,2468,1
4117,2416,1
4118,1919,3
4119,790,3
4120,1919,3
4121,354,3
4122,509,1
4123,1919,3
4124,1919,3
4125,203,0
4126,2375,8
4127,999,0
4128,925,0
4129,2059,3
4130,1698,1
4131,1772,11
4132,2422,3
4133,1662,11
4134,1737,3
4135,2592,0
4136,1274,3
4137,2229,3
4138,2316,0
4139,1919,3
4140,664,3
4141,969,6
4142,2513,2
4143,448,0
4144,1436,0
4145,1543,0
4146,1543,0
4147,1543,0
4148,448,3
4149,448,3
4150,448,3
4151,448,3
4152,448,3
4153,448,0
4154,448,3
4155,2021,3
4156,1755,3
4157,2003,3
4158,489,3
4159,489,3
4160,15,3
4161,1775,3
4162,302,3
4163,302,0
4164,302,2
4165,2074,9
4166,771,6
4167,2006,8
4168,939,1
4169,566,3
4170,147,3
4171,2578,3
4172,133,8
4173,2414,11
4174,2468,1
4175,2468,1
4176,1335,3
4177,2599,3
4178,2229,3
4179,2103,11
4180,585,6
4181,448,0
4182,448,3
4183,448,3
4184,1730,3
4185,397,0
4186,2003,8
4187,837,1
4188,203,0
4189,998,1
4190,1621,1
4191,2422,3
4192,1728,1
4193,480,1
4194,1578,3
4195,1919,3
4196,1220,8
4197,2400,0
4198,619,9
4199,1929,3
4200,1185,3
4201,1491,0
4202,1733,1
4203,1979,1
4204,1022,1
4205,2357,3
4206,1977,0
4207,2761,0
4208,2358,3
4209,2358,3
4210,2227,3
4211,2432,3
4212,315,0
4213,2670,1
4214,795,7
4215,431,9
4216,2032,6
4217,2715,8
4218,2557,3
4219,1392,3
4220,2239,1
4221,1294,1
4222,1294,1
4223,1294,1
4224,2182,3
4225,560,3
4226,2006,3
4227,2006,3
4228,2006,3
4229,2006,3
4230,1685,1
4231,2301,3
4232,2476,3
4233,1491,3
4234,1745,11
4235,2150,1
4236,1919,3
4237,489,3
4238,2304,0
4239,1324,9
4240,1601,3
4241,1804,1
4242,2535,1
4243,1544,0
4244,2729,3
4245,757,3
4246,2103,1
4247,955,1
4248,2032,6
4249,2371,3
4250,1543,0
4251,2057,11
4252,938,1
4253,2057,3
4254,888,1
4255,888,1
4256,1480,3
4257,1515,3
4258,480,1
4259,2103,1
4260,1651,0
4261,2647,3
4262,1294,1
4263,2006,3
4264,380,0
4265,380,0
4266,1766,0
4267,380,0
4268,380,0
4269,380,0
4270,380,0
4271,1178,0
4272,1189,3
4273,2301,3
4274,1143,3
4275,1143,0
4276,393,0
4277,1143,3
4278,141,5
4279,201,3
4280,2143,3
4281,947,3
4282,1804,1
4283,2729,3
4284,889,3
4285,2242,3
4286,2021,3
4287,2103,1
4288,999,3
4289,480,1
4290,480,1
4291,480,1
4292,480,1
4293,1992,3
4294,201,3
4295,271,3
4296,1334,0
4297,1392,3
4298,218,0
4299,654,7
4300,489,1
4301,1420,6
4302,1599,1
4303,1599,1
4304,1220,6
4305,2278,3
4306,2103,11
4307,523,3
4308,343,0
4309,573,1
4310,1919,3
4311,1707,0
4312,1699,0
4313,1910,1
4314,243,0
4315,1745,1
4316,1398,1
4317,664,3
4318,1745,1
4319,1745,1
4320,498,1
4321,498,1
4322,700,1
4323,1392,3
4324,241,1
4325,1599,1
4326,1599,1
4327,664,3
4328,2263,1
4329,1599,1
4330,573,1
4331,175,3
4332,2661,3
4333,2422,3
4334,2326,3
4335,1553,3
4336,951,1
4337,2422,3
4338,566,3
4339,1249,3
4340,1599,1
4341,2103,3
4342,2401,0
4343,1745,11
4344,1745,11
4345,1804,1
4346,1156,1
4347,1929,3
4348,2032,0
4349,2103,1
4350,2695,0
4351,1470,7
4352,1491,0
4353,1249,3
4354,1249,3
4355,1249,3
4356,1249,3
4357,1491,0
4358,1491,0
4359,2011,8
4360,1653,3
4361,162,3
4362,603,3
4363,1018,1
4364,2451,11
4365,2185,3
4366,1392,7
4367,2139,4
4368,1785,7
4369,1553,3
4370,1745,11
4371,1745,11
4372,1688,0
4373,2103,8
4374,1621,1
4375,1621,1
4376,480,1
4377,480,1
4378,814,0
4379,1294,1
4380,2476,3
4381,1392,3
4382,2499,1
4383,2059,3
4384,1745,11
4385,1745,6
4386,480,1
4387,2072,6
4388,566,3
4389,566,3
4390,1660,1
4391,1660,1
4392,302,3
4393,302,3
4394,302,3
4395,1392,3
4396,2003,11
4397,2003,11
4398,2003,11
4399,1919,3
4400,1919,3
4401,1745,1
4402,2221,3
4403,448,3
4404,489,3
4405,489,3
4406,489,3
4407,489,3
4408,489,3
4409,2003,3
4410,566,3
4411,1695,7
4412,1695,11
4413,523,3
4414,1319,11
4415,1319,11
4416,1319,11
4417,1319,11
4418,2243,8
4419,1392,0
4420,2696,0
4421,1578,3
4422,448,0
4423,1044,3
4424,2003,0
4425,2006,3
4426,141,3
4427,302,3
4428,218,0
4429,2068,1
4430,403,3
4431,2129,3
4432,2092,3
4433,1263,8
4434,1648,3
4435,208,3
4436,175,0
4437,1541,0
4438,175,3
4439,1599,1
4440,2103,6
4441,1553,6
4442,2227,3
4443,2309,3
4444,189,3
4445,2103,6
4446,302,3
4447,2103,6
4448,2695,3
4449,203,0
4450,535,2
4451,2359,6
4452,2476,3
4453,489,3
4454,1251,3
4455,828,2
4456,263,2
4457,263,2
4458,263,2
4459,263,2
4460,757,3
4461,2422,0
4462,141,0
4463,141,0
4464,1704,0
4465,138,14
4466,138,14
4467,138,14
4468,138,14
4469,388,1
4470,573,1
4471,2125,1
4472,585,6
4473,1858,8
4474,1037,3
4475,1515,3
4476,201,3
4477,1515,3
4478,1515,3
4479,1548,2
4480,1704,0
4481,1704,0
4482,1929,3
4483,1909,2
4484,2468,1
4485,1394,1
4486,2309,3
4487,156,3
4488,1599,1
4489,2476,3
4490,1367,3
4491,1282,3
4492,285,3
4493,285,3
4494,285,3
4495,2376,3
4496,714,3
4497,2103,6
4498,1160,1
4499,302,3
4500,201,3
4501,201,3
4502,937,1
4503,1996,9
4504,2003,3
4505,1146,3
4506,271,3
4507,2229,3
4508,2599,3
4509,2103,6
4510,566,3
4511,1282,3
4512,603,3
4513,1241,3
4514,2250,0
4515,2250,0
4516,2250,0
4517,326,3
4518,1392,3
4519,32,3
4520,2468,1
4521,94,3
4522,1695,7
4523,1091,3
4524,2518,1
4525,1737,3
4526,1294,1
4527,1599,1
4528,1599,1
4529,2764,0
4530,1559,0
4531,2294,5
4532,2294,5
4533,1621,1
4534,999,3
4535,1621,1
4536,1772,8
4537,1695,7
4538,1515,3
4539,1515,3
4540,480,1
4541,1599,1
4542,1785,2
4543,1578,3
4544,1462,1
4545,2179,9
4546,2476,3
4547,2465,3
4548,1392,8
4549,974,0
4550,2003,11
4551,1699,0
4552,1699,0
4553,2468,1
4554,1392,3
4555,588,3
4556,588,3
4557,566,3
4558,1149,3
4559,1399,1
4560,1599,1
4561,1781,1
4562,2703,3
4563,926,1
4564,926,1
4565,586,3
4566,1620,5
4567,560,3
4568,2006,3
4569,1195,3
4570,1730,3
4571,1392,3
4572,2103,6
4573,999,3
4574,1695,3
4575,2605,3
4576,2010,3
4577,1479,6
4578,1912,1
4579,585,8
4580,1167,3
4581,1997,0
4582,2186,8
4583,566,3
4584,1439,3
4585,1367,3
4586,201,3
4587,302,3
4588,2282,3
4589,694,1
4590,2309,3
4591,1392,3
4592,1929,3
4593,1214,3
4594,999,0
4595,1398,1
4596,1533,3
4597,90,3
4598,757,3
4599,1772,0
4600,1544,6
4601,2358,3
4602,1599,1
4603,1052,3
4604,94,3
4605,2006,3
4606,2043,3
4607,1621,1
4608,585,6
4609,42,3
4610,266,6
4611,2495,3
4612,1392,3
4613,1578,3
4614,963,3
4615,1491,0
4616,1491,0
4617,2332,2
4618,1031,7
4619,2301,3
4620,2301,3
4621,175,3
4622,1392,3
4623,175,3
4624,175,3
4625,175,3
4626,175,3
4627,2535,1
4628,2535,1
4629,1392,3
4630,1241,3
4631,2174,11
4632,1648,3
4633,2021,3
4634,567,0
4635,395,3
4636,960,0
4637,960,0
4638,1022,1
4639,1965,6
4640,1351,3
4641,620,0
4642,1392,3
4643,1392,3
4644,585,8
4645,1884,1
4646,2006,3
4647,2006,3
4648,999,1
4649,1392,3
4650,201,3
4651,271,3
4652,302,14
4653,1755,3
4654,1853,0
4655,1037,0
4656,2285,1
4657,2043,0
4658,1804,1
4659,1052,1
4660,829,0
4661,2555,6
4662,1515,3
4663,1515,3
4664,1515,3
4665,1515,3
4666,566,3
4667,2476,3
4668,1695,7
4669,1543,0
4670,2438,1
4671,2003,3
4672,2594,0
4673,1599,1
4674,2559,9
4675,2476,3
4676,1293,2
4677,218,0
4678,888,1
4679,1610,3
4680,2354,3
4681,1929,3
4682,1270,0
4683,1335,3
4684,564,3
4685,1621,1
4686,2432,12
4687,1035,3
4688,2366,1
4689,1392,3
4690,1282,3
4691,2003,3
4692,2738,3
4693,141,5
4694,1069,3
4695,1392,3
4696,2406,1
4697,2011,3
4698,1263,8
4699,1617,3
4700,1761,1
4701,2278,3
4702,201,11
4703,25,1
4704,1481,0
4705,1599,1
4706,639,1
4707,216,0
4708,1058,3
4709,1387,3
4710,1578,3
4711,1448,5
4712,1952,3
4713,803,9
4714,2326,3
4715,2647,3
4716,2103,0
4717,1319,0
4718,1852,0
4719,1022,1
4720,134,1
4721,638,0
4722,2143,0
4723,2143,3
4724,578,3
4725,162,1
4726,123,2
4727,567,3
4728,134,1
4729,1929,3
4730,900,2
4731,999,3
4732,1765,3
4733,2056,3
4734,1864,6
4735,359,3
4736,2429,1
4737,799,0
4738,866,3
4739,2003,3
4740,985,5
4741,985,5
4742,1181,0
4743,2102,8
4744,1392,3
4745,1002,3
4746,2124,3
4747,94,3
4748,2242,3
4749,928,1
4750,2242,3
4751,1392,3
4752,1888,3
4753,359,6
4754,566,3
4755,218,0
4756,1274,3
4757,1392,3
4758,1392,3
4759,1368,3
4760,201,3
4761,160,3
4762,1382,3
4763,1284,3
4764,1714,1
4765,2003,3
4766,2301,3
4767,2761,0
4768,2548,3
4769,1772,0
4770,1919,3
4771,1919,3
4772,2670,9
4773,776,9
4774,1728,1
4775,408,3
4776,1091,3
4777,1919,3
4778,1069,3
4779,1714,1
4780,1919,3
4781,2573,7
4782,134,1
4783,1745,1
4784,2143,3
4785,999,3
4786,566,3
4787,1091,3
4788,1091,3
4789,1091,3
4790,1091,3
4791,1074,11
4792,302,0
4793,2370,3
4794,999,3
4795,2758,2
4796,2227,3
4797,489,3
4798,91,0
4799,2625,0
4800,328,1
4801,2439,1
4802,1929,3
4803,566,3
4804,353,3
4805,2507,1
4806,664,0
4807,2422,0
4808,426,3
4809,2185,3
4810,1727,1
4811,1843,8
4812,1453,7
4813,1249,3
4814,2278,3
4815,1022,12
4816,1783,1
4817,63,3
4818,976,9
4819,2309,3
4820,2309,3
4821,2309,3
4822,1382,3
4823,926,1
4824,2021,3
4825,2021,3
4826,2021,3
4827,1294,1
4828,257,1
4829,1282,3
4830,1685,8
4831,999,3
4832,340,3
4833,999,3
4834,452,3
4835,246,11
4836,175,3
4837,1022,1
4838,2303,0
4839,2103,3
4840,362,1
4841,257,1
4842,2174,11
4843,951,0
4844,1996,3
4845,985,5
4846,985,5
4847,2390,0
4848,1282,3
4849,1282,3
4850,1145,3
4851,69,3
4852,1544,6
4853,1939,3
4854,1939,3
4855,1730,3
4856,1730,3
4857,359,0
4858,162,0
4859,62,3
4860,62,1
4861,62,1
4862,1644,3
4863,1644,3
4864,1644,3
4865,2575,3
4866,1755,3
4867,1704,0
4868,2242,3
4869,1685,1
4870,1392,3
4871,2634,0
4872,134,1
4873,980,0
4874,1578,3
4875,2053,1
4876,203,0
4877,1392,3
4878,573,1
4879,1791,0
4880,1919,3
4881,1685,1
4882,2741,0
4883,2764,3
4884,1392,3
4885,2056,3
4886,201,3
4887,1335,3
4888,2468,1
4889,829,3
4890,2032,6
4891,668,3
4892,2468,1
4893,1599,1
4894,1599,1
4895,2606,3
4896,376,7
4897,1204,1
4898,1856,0
4899,1212,2
4900,700,1
4901,1392,3
4902,566,3
4903,2661,0
4904,573,1
4905,1377,1
4906,257,1
4907,1377,1
4908,257,1
4909,1745,1
4910,999,3
4911,160,3
4912,906,8
4913,976,9
4914,218,0
4915,257,1
4916,257,1
4917,346,3
4918,1018,1
4919,1145,3
4920,1221,0
4921,160,3
4922,675,0
4923,160,3
4924,1185,3
4925,2390,3
4926,448,3
4927,2161,6
4928,2185,3
4929,134,1
4930,757,3
4931,1377,1
4932,1204,1
4933,1307,3
4934,160,3
4935,1730,3
4936,2220,1
4937,273,3
4938,965,0
4939,2468,1
4940,260,3
4941,2429,0
4942,448,3
4943,1515,3
4944,1559,0
4945,1559,0
4946,1559,0
4947,1212,6
4948,519,3
4949,2229,3
4950,1621,1
4951,2702,3
4952,2702,3
4953,392,0
4954,2010,3
4955,123,2
4956,141,8
4957,141,3
4958,1241,3
4959,1915,11
4960,1915,11
4961,489,3
4962,2764,9
4963,39,6
4964,2699,0
4965,2593,8
4966,2691,8
4967,1737,3
4968,1377,1
4969,2021,3
4970,2647,3
4971,2586,2
4972,2563,0
4973,175,3
4974,175,3
4975,175,3
4976,1377,1
4977,1761,3
4978,677,3
4979,1698,1
4980,733,8
4981,606,3
4982,2329,1
4983,128,3
4984,1978,1
4985,2242,3
4986,1230,8
4987,925,3
4988,2011,3
4989,985,5
4990,985,5
4991,985,5
4992,985,5
4993,985,5
4994,1795,0
4995,603,3
4996,1810,0
4997,1979,1
4998,1978,1
4999,1599,3
5000,544,0
5001,1392,3
5002,1392,3
5003,1392,3
5004,1392,3
5005,2476,3
5006,1491,0
5007,1491,0
5008,175,3
5009,138,14
5010,138,3
5011,1915,11
5012,1599,1
5013,175,3
5014,549,3
5015,2406,1
5016,1392,3
5017,1392,3
5018,1392,3
5019,1543,1
5020,1588,3
5021,2043,0
5022,1543,0
5023,1543,3
5024,63,3
5025,1929,3
5026,1660,1
5027,585,8
5028,566,3
5029,2615,3
5030,1992,3
5031,2032,6
5032,1765,3
5033,141,3
5034,271,3
5035,2476,3
5036,2376,6
5037,897,3
5038,2358,3
5039,141,3
5040,703,1
5041,926,1
5042,1282,3
5043,346,3
5044,42,3
5045,340,0
5046,1755,3
5047,1392,3
5048,263,2
5049,218,0
5050,1437,0
5051,2278,3
5052,2696,3
5053,2364,8
5054,1326,0
5055,1211,6
5056,567,1
5057,1382,3
5058,1919,0
5059,1377,1
5060,903,3
5061,2592,1
5062,2618,0
5063,888,1
5064,1392,0
5065,1083,3
5066,2006,3
5067,1804,1
5068,1843,3
5069,2227,3
5070,2103,6
5071,2006,8
5072,1212,0
5073,61,3
5074,2006,3
5075,2006,3
5076,1857,3
5077,2143,3
5078,2143,3
5079,1765,3
5080,1294,1
5081,321,0
5082,1307,3
5083,1307,3
5084,1034,0
5085,273,3
5086,2599,3
5087,1551,0
5088,553,1
5089,1802,1
5090,201,3
5091,938,3
5092,2419,1
5093,1455,1
5094,175,8
5095,175,8
5096,108,3
5097,86,2
5098,1392,3
5099,2007,8
5100,2103,8
5101,396,8
5102,1493,3
5103,58,3
5104,1052,1
5105,1643,11
5106,448,3
5107,448,3
5108,448,3
5109,448,3
5110,448,3
5111,448,3
5112,2649,1
5113,448,0
5114,1799,3
5115,557,3
5116,2287,1
5117,2465,3
5118,2465,3
5119,1116,0
5120,1448,5
5121,560,3
5122,1018,1
5123,1249,3
5124,1919,3
5125,790,0
5126,1799,3
5127,1191,3
5128,2374,6
5129,1888,3
5130,2476,3
5131,1069,3
5132,1204,1
5133,302,3
5134,2111,6
5135,1076,0
5136,707,3
5137,1745,1
5138,1392,3
5139,603,11
5140,1795,6
5141,2374,6
5142,1471,14
5143,1471,3
5144,1471,14
5145,2559,3
5146,1919,0
5147,1515,3
5148,1704,0
5149,389,3
5150,1224,1
5151,1224,1
5152,1772,8
5153,1772,8
5154,1772,8
5155,1772,8
5156,2143,3
5157,2056,3
5158,1546,3
5159,316,1
5160,2468,1
5161,480,1
5162,1376,3
5163,1599,1
5164,999,2
5165,61,6
5166,2021,3
5167,2021,3
5168,678,1
5169,2041,0
5170,2498,0
5171,277,2
5172,1621,1
5173,1698,1
5174,2103,1
5175,2103,1
5176,2103,1
5177,2103,1
5178,312,3
5179,1795,6
5180,1790,3
5181,1571,6
5182,1522,3
5183,489,3
5184,1858,0
5185,2582,2
5186,828,2
5187,1242,3
5188,573,1
5189,1241,3
5190,2510,3
5191,2540,7
5192,2235,3
5193,1293,2
5194,2350,1
5195,94,3
5196,2647,1
5197,2647,0
5198,825,12
5199,825,12
5200,588,3
5201,1274,3
5202,1274,3
5203,1274,3
5204,2301,3
5205,2301,3
5206,1915,11
5207,2143,3
5208,1319,11
5209,302,3
5210,566,3
5211,1392,3
5212,2350,1
5213,2350,1
5214,424,3
5215,2103,0
5216,1798,0
5217,2465,3
5218,1471,3
5219,1471,3
5220,1911,1
5221,359,8
5222,1578,3
5223,1685,1
5224,359,6
5225,134,1
5226,390,0
5227,2476,11
5228,1543,0
5229,2003,3
5230,1392,8
5231,1392,3
5232,1292,8
5233,339,0
5234,1878,5
5235,1360,3
5236,1360,3
5237,1392,3
5238,99,0
5239,1971,3
5240,1545,6
5241,1544,6
5242,2374,6
5243,588,3
5244,588,3
5245,208,0
5246,2006,3
5247,2006,3
5248,369,8
5249,2003,3
5250,339,3
5251,339,0
5252,339,0
5253,1253,3
5254,94,3
5255,1285,6
5256,1088,0
5257,999,3
5258,839,3
5259,2294,5
5260,664,3
5261,339,3
5262,403,0
5263,1599,1
5264,1599,1
5265,1831,0
5266,14,12
5267,1026,3
5268,1599,1
5269,2103,6
5270,1599,1
5271,1143,3
5272,1292,6
5273,1787,11
5274,566,3
5275,1491,0
5276,512,8
5277,2103,6
5278,566,3
5279,2294,5
5280,585,3
5281,585,8
5282,1895,3
5283,157,6
5284,2764,0
5285,2309,3
5286,2242,3
5287,2103,11
5288,480,1
5289,480,1
5290,480,1
5291,926,1
5292,926,1
5293,1705,3
5294,2444,0
5295,1621,1
5296,2350,5
5297,2003,11
5298,963,3
5299,926,1
5300,1137,7
5301,1578,3
5302,2032,6
5303,2032,6
5304,2032,6
5305,2032,6
5306,2032,6
5307,2655,6
5308,340,0
5309,2103,11
5310,34,8
5311,160,3
5312,2227,3
5313,302,3
5314,302,3
5315,1069,3
5316,2649,1
5317,2468,1
5318,985,5
5319,2538,9
5320,2103,1
5321,297,3
5322,143,0
5323,1737,0
5324,1929,3
5325,1392,0
5326,1392,0
5327,302,0
5328,302,11
5329,1398,1
5330,2003,6
5331,2376,3
5332,211,3
5333,359,7
5334,1203,0
5335,928,1
5336,1307,3
5337,1621,1
5338,2006,3
5339,1011,0
5340,2445,3
5341,1666,3
5342,1002,3
5343,1226,0
5344,1226,0
5345,1621,1
5346,1962,6
5347,141,3
5348,1737,3
5349,1799,3
5350,302,3
5351,1772,8
5352,1799,3
5353,2003,0
5354,1383,3
5355,2185,3
5356,201,3
5357,201,3
5358,1532,3
5359,1956,1
5360,1610,3
5361,1515,3
5362,2359,3
5363,271,3
5364,1615,3
5365,1553,5
5366,829,2
5367,829,2
5368,1629,6
5369,605,0
5370,1035,3
5371,1377,1
5372,339,0
5373,561,3
5374,924,1
5375,1919,3
5376,2647,0
5377,1143,3
5378,489,3
5379,489,3
5380,2043,0
5381,17,3
5382,448,3
5383,1382,3
5384,825,0
5385,461,3
5386,90,3
5387,201,3
5388,1715,3
5389,56,3
5390,1274,3
5391,2357,3
5392,500,0
5393,2032,6
5394,674,3
5395,573,1
5396,1195,3
5397,1755,3
5398,2003,3
5399,2003,3
5400,566,3
5401,566,3
5402,24,12
5403,1728,1
5404,775,0
5405,1728,1
5406,302,8
5407,2040,8
5408,2285,1
5409,1479,7
5410,2283,11
5411,777,3
5412,1699,0
5413,1912,1
5414,2003,3
5415,2003,3
5416,160,3
5417,153,3
5418,153,3
5419,201,3
5420,45,3
5421,45,3
5422,1360,3
5423,1115,3
5424,888,1
5425,88,3
5426,1778,1
5427,2452,1
5428,2211,0
5429,2744,3
5430,1052,3
5431,1181,3
5432,1795,3
5433,1795,3
5434,1795,3
5435,2441,1
5436,1205,6
5437,1205,6
5438,1205,6
5439,2423,9
5440,422,0
5441,900,2
5442,1039,1
5443,141,1
5444,903,3
5445,1737,3
5446,2599,3
5447,2315,3
5448,201,3
5449,2428,1
5450,1018,1
5451,162,3
5452,489,3
5453,302,3
5454,194,8
5455,393,0
5456,1377,1
5457,585,6
5458,1587,0
5459,2376,3
5460,1274,3
5461,2355,3
5462,32,3
5463,1363,7
5464,2242,3
5465,2242,3
5466,2242,3
5467,585,6
5468,2242,3
5469,2680,0
5470,2190,3
5471,368,3
5472,888,1
5473,1285,3
5474,141,8
5475,1515,3
5476,2552,0
5477,2432,3
5478,302,0
5479,1185,3
5480,116,1
5481,116,1
5482,116,1
5483,79,3
5484,1745,1
5485,1249,3
5486,339,0
5487,339,0
5488,339,0
5489,1928,3
5490,2693,3
5491,175,3
5492,175,3
5493,175,3
5494,1621,1
5495,2011,3
5496,1205,6
5497,1205,3
5498,2143,3
5499,2599,3
5500,2264,3
5501,1114,9
5502,1220,8
5503,603,1
5504,2103,1
5505,1856,5
5506,201,3
5507,2043,0
5508,257,1
5509,160,3
5510,1481,8
5511,1532,14
5512,2229,3
5513,2043,3
5514,2730,0
5515,960,0
5516,2079,1
5517,2079,1
5518,926,1
5519,1146,0
5520,224,3
5521,201,3
5522,2485,0
5523,798,3
5524,2593,3
5525,1874,2
5526,1764,2
5527,1764,2
5528,1532,3
5529,2006,3
5530,1307,3
5531,2619,0
5532,1479,3
5533,532,3
5534,947,3
5535,2269,3
5536,141,3
5537,1978,1
5538,573,1
5539,162,3
5540,257,1
5541,279,3
5542,664,3
5543,2496,0
5544,898,3
5545,2769,3
5546,1376,3
5547,1284,3
5548,1715,3
5549,160,3
5550,1282,3
5551,1628,3
5552,163,2
5553,876,3
5554,1750,3
5555,1493,3
5556,1146,3
5557,1138,0
5558,2647,0
5559,175,3
5560,2535,1
5561,2605,3
5562,889,3
5563,1532,3
5564,786,3
5565,320,3
5566,201,3
5567,2006,3
5568,999,2
5569,1347,3
5570,588,3
5571,523,3
5572,316,1
5573,1382,3
5574,1979,1
5575,1282,3
5576,1986,3
5577,1940,3
5578,566,3
5579,2021,3
5580,523,3
5581,1249,3
5582,1256,3
5583,1520,3
5584,218,0
5585,2019,3
5586,1325,0
5587,1543,0
5588,1543,0
5589,1543,0
5590,1143,3
5591,1143,0
5592,2647,1
5593,1710,14
5594,1992,3
5595,1919,3
5596,1843,2
5597,999,3
5598,2003,3
5599,1553,6
5600,1919,3
5601,1957,6
5602,1957,6
5603,1957,6
5604,1393,3
5605,1698,1
5606,523,3
5607,771,0
5608,1919,3
5609,582,8
5610,61,3
5611,1367,3
5612,2227,3
5613,2185,3
5614,2227,3
5615,1116,0
