movie,genres,director,stars
3094,7,696,219
3095,1,799,182
3096,5,783,403
3097,4,1462,1487
3098,0,565,15
3099,4,1463,787
3100,6,1464,1488
3101,7,187,714
3102,4,275,1489
3103,7,851,1073
3104,5,1149,1490
3105,4,1465,248
3106,4,553,455
3107,7,1466,804
3108,18,547,591
3109,7,555,592
3110,4,1326,865
3111,11,336,1491
3112,4,1467,848
3113,4,710,1492
3114,0,1468,1493
3115,0,1469,8
3116,0,1470,1344
3117,0,345,1361
3118,4,300,293
3119,4,226,1216
3120,0,914,298
3121,5,5,1494
3122,18,99,299
3123,5,984,841
3124,4,1017,1495
3125,4,1471,1495
3126,6,130,1496
3127,5,910,1497
3128,4,1000,1498
3129,4,1171,1344
3130,4,1314,135
3131,7,768,756
3132,0,1278,150
3133,4,1070,267
3134,12,1060,1041
3135,4,737,21
3136,4,1472,1295
3137,4,1055,321
3138,0,62,1499
3139,4,1473,1500
3140,4,126,9
3141,7,1474,1501
3142,6,1475,1502
3143,6,1327,1503
3144,7,238,43
3145,18,83,80
3146,4,470,211
3147,2,1204,1209
3148,4,1476,725
3149,5,1477,1504
3150,4,1478,1002
3151,1,1479,1053
3152,4,838,1505
3153,18,1480,1506
3154,7,72,1507
3155,0,345,305
3156,4,1481,1508
3157,7,161,1509
3158,7,74,1510
3159,7,1482,1511
3160,5,331,5
3161,7,530,462
3162,0,14,22
3163,4,1483,680
3164,4,632,193
3165,0,292,272
3166,7,1484,1512
3167,0,249,1513
3168,4,710,324
3169,6,1485,1514
3170,4,649,1
3171,7,488,1515
3172,4,1486,1516
3173,4,193,5
3174,4,488,597
3175,4,616,850
3176,4,1487,388
3177,7,1211,54
3178,4,339,122
3179,19,1488,1517
3180,7,515,1518
3181,7,351,1519
3182,5,1489,1520
3183,0,1021,1045
3184,7,219,1521
3185,6,398,1522
3186,7,304,675
3187,2,1490,328
3188,4,1491,1523
3189,7,592,41
3190,0,116,545
3191,7,1492,1524
3192,7,369,26
3193,7,1493,1525
3194,4,1494,694
3195,4,302,169
3196,7,256,248
3197,1,647,585
3198,7,1359,736
3199,5,376,20
3200,0,600,1028
3201,0,550,585
3202,4,506,317
3203,7,1495,1526
3204,1,583,603
3205,7,1272,465
3206,0,1040,605
3207,4,1496,1230
3208,4,1497,892
3209,4,213,721
3210,0,359,84
3211,4,1498,1527
3212,4,1499,1528
3213,4,114,753
3214,4,1500,1529
3215,0,164,149
3216,0,602,20
3217,5,320,225
3218,7,1501,931
3219,4,550,1530
3220,4,1267,463
3221,4,534,463
3222,4,6,210
3223,2,416,292
3224,0,749,1531
3225,4,1225,82
3226,0,445,1532
3227,7,358,1533
3228,5,289,1534
3229,7,1502,787
3230,0,1503,1483
3231,4,1504,1535
3232,5,1505,1231
3233,7,1096,1088
3234,4,1099,543
3235,5,86,211
3236,18,1506,1536
3237,0,1507,296
3238,0,1508,1065
3239,4,308,1378
3240,7,1509,1391
3241,5,1510,1537
3242,4,47,144
3243,7,47,761
3244,4,1400,1423
3245,4,1511,1538
3246,0,1512,1344
3247,0,1512,1344
3248,5,125,736
3249,4,1513,848
3250,7,1116,848
3251,7,685,1539
3252,7,647,458
3253,7,13,953
3254,7,47,1540
3255,4,47,47
3256,4,370,494
3257,4,1514,1541
3258,7,1515,507
3259,5,541,464
3260,7,651,1542
3261,7,626,1543
3262,5,1171,1544
3263,18,1245,468
3264,7,536,459
3265,1,536,465
3266,7,1516,592
3267,7,1515,1032
3268,0,1517,597
3269,7,331,1545
3270,10,1312,1546
3271,0,1518,1547
3272,18,1419,1548
3273,0,1518,1547
3274,0,1519,1547
3275,0,1520,1549
3276,0,8,129
3277,0,1521,1547
3278,1,199,879
3279,2,1522,296
3280,4,1523,521
3281,0,53,15
3282,7,1524,1550
3283,18,144,1551
3284,7,1525,1552
3285,4,1526,527
3286,6,1527,387
3287,6,1528,1553
3288,6,1528,595
3289,4,1263,1554
3290,7,1529,39
3291,7,195,363
3292,5,320,1555
3293,0,103,150
3294,1,31,1556
3295,4,1530,1557
3296,4,1531,983
3297,7,1501,20
3298,4,193,850
3299,1,173,1558
3300,4,348,850
3301,1,455,1328
3302,4,114,257
3303,10,296,1559
3304,7,1346,292
3305,4,1532,1560
3306,18,1533,214
3307,4,163,293
3308,0,402,704
3309,4,323,82
3310,4,336,282
3311,4,55,549
3312,4,1534,1316
3313,12,392,290
3314,0,1535,755
3315,0,1536,92
3316,4,53,4
3317,4,631,1561
3318,4,1446,1468
3319,4,1537,1562
3320,4,316,889
3321,5,189,6
3322,18,232,21
3323,4,2,282
3324,4,210,468
3325,4,1538,883
3326,8,1539,1563
3327,4,1148,1564
3328,2,793,1565
3329,4,176,1302
3330,7,226,804
3331,7,1540,931
3332,4,245,1566
3333,4,1541,55
3334,4,226,282
3335,4,1542,707
3336,4,1543,1567
3337,0,175,185
3338,4,1544,1568
3339,1,1545,1569
3340,1,407,510
3341,5,640,707
3342,8,82,123
3343,4,758,1570
3344,4,80,1475
3345,12,1546,1571
3346,8,1547,1572
3347,0,272,1573
3348,18,485,77
3349,4,213,185
3350,4,1068,865
3351,4,1548,1574
3352,7,358,55
3353,0,1549,1575
3354,0,1550,391
3355,1,55,132
3356,0,77,10
3357,18,286,200
3358,0,283,330
3359,5,331,292
3360,4,601,1576
3361,0,1551,8
3362,4,1552,462
3363,0,785,1577
3364,4,230,1205
3365,4,619,259
3366,4,1298,14
3367,7,1313,337
3368,4,598,181
3369,5,640,129
3370,0,753,183
3371,18,159,200
3372,0,1118,66
3373,18,1311,290
3374,7,1068,173
3375,4,1553,82
3376,4,472,1429
3377,4,639,374
3378,0,249,1429
3379,0,185,283
3380,5,175,1361
3381,7,147,739
3382,0,1451,727
3383,0,1554,8
3384,7,1419,50
3385,7,316,43
3386,4,451,55
3387,1,1555,1578
3388,4,35,84
3389,4,1534,1467
3390,4,111,337
3391,4,204,1579
3392,7,551,1580
3393,0,1445,1581
3394,4,47,47
3395,0,344,149
3396,0,1556,1582
3397,0,103,20
3398,1,599,1583
3399,0,1536,92
3400,0,1535,1476
3401,0,1,267
3402,4,1471,81
3403,5,817,762
3404,4,133,134
3405,4,1557,1584
3406,0,194,380
3407,4,1558,1585
3408,5,1559,1586
3409,4,1560,1377
3410,4,1561,713
3411,0,1080,1029
3412,0,391,149
3413,7,1562,1587
3414,4,1563,926
3415,5,88,5
3416,4,515,1194
3417,4,1314,1330
3418,4,530,1123
3419,10,19,1588
3420,4,371,1589
3421,4,373,172
3422,0,973,22
3423,0,1099,183
3424,1,1017,349
3425,4,801,0
3426,4,1564,1590
3427,4,864,122
3428,4,506,10
3429,1,823,1578
3430,1,1565,534
3431,4,54,1591
3432,7,472,739
3433,10,1312,1030
3434,5,485,354
3435,0,1566,183
3436,4,1567,1592
3437,7,1184,126
3438,4,193,515
3439,0,763,96
3440,7,1568,1593
3441,0,550,585
3442,4,1569,1594
3443,7,1281,1595
3444,4,558,1173
3445,7,1091,585
3446,6,1570,1596
3447,10,1148,363
3448,0,1536,92
3449,10,119,595
3450,0,1519,96
3451,4,1472,1094
3452,2,490,25
3453,10,1063,41
3454,0,227,1436
3455,4,1571,1597
3456,5,262,311
3457,10,932,107
3458,7,775,24
3459,0,137,772
3460,1,1572,1016
3461,4,47,1598
3462,4,149,1599
3463,0,272,147
3464,4,1573,1007
3465,4,932,207
3466,4,1574,1206
3467,4,1575,1600
3468,4,1576,1601
3469,10,23,1602
3470,7,1577,1603
3471,0,277,1604
3472,0,1578,1604
3473,0,1579,1604
3474,10,1580,1386
3475,0,8,1605
3476,7,55,380
3477,4,1581,1606
3478,5,1582,1607
3479,5,99,1608
3480,6,1583,718
3481,5,1584,1044
3482,7,1007,132
3483,5,1449,1290
3484,4,1585,1609
3485,4,20,226
3486,7,721,1610
3487,5,808,127
3488,11,1586,1611
3489,7,81,1612
3490,4,115,424
3491,6,1587,117
3492,7,1566,97
3493,17,1588,1163
3494,10,570,1031
3495,7,51,201
3496,4,1589,1613
3497,4,331,1614
3498,10,1143,1615
3499,5,1312,1616
3500,1,1466,455
3501,4,528,455
3502,4,528,455
3503,0,1261,476
3504,0,571,1617
3505,7,537,471
3506,4,530,455
3507,7,93,92
3508,4,532,1618
3509,7,1546,77
3510,18,114,97
3511,7,1590,1619
3512,7,1591,1620
3513,1,509,1066
3514,0,1592,1621
3515,7,73,10
3516,7,693,13
3517,4,298,103
3518,0,1593,1622
3519,0,91,1267
3520,4,1104,740
3521,4,632,248
3522,4,1594,1623
3523,7,1595,1173
3524,10,1596,1624
3525,4,1597,1625
3526,5,660,110
3527,18,1598,1626
3528,10,378,606
3529,18,232,637
3530,7,1599,55
3531,7,1110,120
3532,4,187,31
3533,4,1600,939
3534,0,1166,1627
3535,7,1159,1628
3536,7,726,539
3537,4,1601,324
3538,2,1602,1629
3539,5,268,1630
3540,0,1091,92
3541,7,237,1631
3542,4,1603,1114
3543,7,271,54
3544,4,384,965
3545,6,1604,1632
3546,10,38,80
3547,0,1410,110
3548,18,374,881
3549,7,1605,359
3550,2,179,158
3551,7,139,46
3552,8,1606,497
3553,4,1607,1090
3554,7,1608,1016
3555,0,373,1633
3556,7,153,1634
3557,5,353,389
3558,7,1609,1635
3559,5,88,84
3560,2,1610,169
3561,0,1270,1065
3562,7,179,158
3563,0,821,20
3564,4,490,1636
3565,10,677,1637
3566,1,154,1638
3567,4,1611,4
3568,1,1056,368
3569,4,1612,1639
3570,0,132,110
3571,7,762,366
3572,5,1613,1640
3573,4,124,347
3574,1,31,1641
3575,18,537,641
3576,5,454,65
3577,0,1161,1642
3578,0,1033,595
3579,18,1262,465
3580,15,241,40
3581,7,1614,471
3582,7,527,488
3583,4,1615,216
3584,4,1616,1643
3585,7,341,1113
3586,4,125,1644
3587,4,22,1194
3588,5,331,865
3589,7,376,1645
3590,0,1038,510
3591,0,1356,1646
3592,1,1617,1647
3593,0,1618,92
3594,0,1619,1004
3595,0,93,92
3596,1,1620,1648
3597,4,1356,1649
3598,1,1621,1385
3599,4,851,605
3600,0,335,468
3601,0,93,92
3602,0,1622,20
3603,7,4,1161
3604,6,1623,1650
3605,0,67,995
3606,5,275,710
3607,7,840,1651
3608,7,1624,1652
3609,10,1086,1653
3610,4,1625,1654
3611,5,1626,1655
3612,7,1627,1656
3613,4,1541,1
3614,4,794,1657
3615,4,1628,1658
3616,8,703,293
3617,18,1629,718
3618,18,1630,1659
3619,7,1631,1301
3620,4,89,20
3621,1,7,132
3622,4,1632,530
3623,1,984,1660
3624,0,1633,1661
3625,1,1634,12
3626,4,1635,1662
3627,2,1636,1663
3628,4,259,226
3629,4,484,168
3630,0,204,242
3631,7,260,18
3632,18,121,320
3633,5,1261,532
3634,4,530,411
3635,1,1489,1664
3636,5,534,480
3637,18,5,112
3638,7,77,1665
3639,7,217,957
3640,7,689,641
3641,4,250,614
3642,7,284,704
3643,7,1637,389
3644,7,162,46
3645,4,1615,216
3646,7,1638,303
3647,4,822,1666
3648,0,1639,1667
3649,0,175,82
3650,7,1640,1668
3651,7,209,129
3652,4,367,1669
3653,0,1641,1670
3654,0,576,185
3655,2,912,1671
3656,7,73,1672
3657,0,18,1673
3658,1,287,1130
3659,0,175,183
3660,4,1642,1674
3661,0,1643,191
3662,14,1644,143
3663,0,445,255
3664,6,1178,1675
3665,4,250,314
3666,14,517,1032
3667,7,1645,443
3668,0,173,990
3669,7,1103,354
3670,7,1439,1676
3671,7,1646,1677
3672,1,1647,1678
3673,7,1648,1679
3674,2,1649,1680
3675,7,411,348
3676,4,400,1681
3677,4,1650,1682
3678,1,292,242
3679,4,124,1683
3680,4,1651,1054
3681,4,1652,41
3682,4,1653,363
3683,0,1114,264
3684,1,1654,1239
3685,0,103,185
3686,0,135,1295
3687,4,1655,1395
3688,1,461,332
3689,7,1656,466
3690,4,1657,186
3691,4,518,1684
3692,7,711,1685
3693,4,180,1686
3694,7,433,31
3695,5,759,127
3696,2,1658,1687
3697,4,1659,1688
3698,7,19,260
3699,7,209,865
3700,4,626,411
3701,7,529,1689
3702,4,529,465
3703,12,541,473
3704,4,1178,1690
3705,7,281,153
3706,7,714,1691
3707,4,1660,98
3708,4,1661,1692
3709,4,242,1693
3710,10,1662,1694
3711,6,668,1695
3712,4,336,2
3713,2,1663,1696
3714,7,651,1697
3715,4,318,1665
3716,0,815,44
3717,0,1437,744
3718,0,1437,1698
3719,2,1664,1699
3720,10,1330,1700
3721,4,528,461
3722,0,1665,61
3723,0,12,1041
3724,7,540,1701
3725,5,1666,1702
3726,14,1667,1703
3727,1,884,2
3728,10,1668,1704
3729,4,1433,1705
3730,5,1447,329
3731,4,1669,264
3732,4,1621,1706
3733,0,1670,974
3734,0,1671,1004
3735,4,1672,1707
3736,4,339,1708
3737,2,1673,316
3738,0,40,1208
3739,0,1322,15
3740,7,1674,151
3741,4,1675,1709
3742,6,1676,1710
3743,7,218,1711
3744,7,920,293
3745,1,1677,798
3746,7,88,606
3747,7,256,1712
3748,7,1678,1713
3749,0,1679,1714
3750,4,1680,433
3751,0,1681,1715
3752,0,1512,1344
3753,0,1512,1344
3754,0,1682,1716
3755,4,1683,529
3756,0,762,19
3757,4,1684,1717
3758,7,1685,1718
3759,7,1686,1719
3760,0,692,170
3761,4,506,1
3762,5,43,201
3763,7,1687,290
3764,4,120,1048
3765,7,1688,116
3766,7,1689,1720
3767,5,15,1721
3768,4,1265,1722
3769,18,362,683
3770,5,134,990
3771,4,1690,1723
3772,4,1691,151
3773,4,773,1724
3774,6,1692,1725
3775,5,646,835
3776,4,649,200
3777,7,27,545
3778,5,1693,980
3779,4,1043,369
3780,7,1219,787
3781,4,1694,181
3782,4,1695,1726
3783,7,1696,1618
3784,4,1697,0
3785,7,1698,1727
3786,4,515,727
3787,4,699,1429
3788,4,601,1429
3789,19,570,471
3790,5,99,57
3791,0,296,1728
3792,7,232,1729
3793,5,1699,1730
3794,4,748,682
3795,7,1700,1371
3796,0,1701,1731
3797,4,55,1531
3798,6,1702,704
3799,7,1703,1732
3800,5,1704,119
3801,5,1705,1733
3802,4,163,1
3803,4,1706,122
3804,4,899,20
3805,4,47,47
3806,18,1179,210
3807,18,1001,237
3808,7,460,1361
3809,0,118,247
3810,4,47,47
3811,0,248,949
3812,4,1707,433
3813,10,1708,1734
3814,1,1709,1735
3815,1,687,59
3816,1,455,158
3817,4,1710,1736
3818,7,889,354
3819,7,500,1737
3820,4,1677,1146
3821,7,1711,1738
3822,4,1317,467
3823,4,1457,115
3824,0,216,1634
3825,7,1712,1739
3826,4,25,405
3827,0,1618,92
3828,18,583,1740
3829,6,15,1741
3830,5,232,675
3831,7,1060,5
3832,2,1713,730
3833,7,1714,342
3834,7,831,753
3835,4,550,455
3836,7,1466,1742
3837,0,667,545
3838,0,1181,1743
3839,18,1715,1744
3840,0,138,250
3841,7,1644,1745
3842,0,124,13
3843,7,1716,57
3844,4,1717,402
3845,7,1718,1746
3846,0,593,1088
3847,1,798,1052
3848,0,84,24
3849,4,1719,946
3850,4,609,743
3851,5,1120,575
3852,4,819,1009
3853,16,720,1747
3854,4,1720,1748
3855,4,1721,572
3856,10,1722,1142
3857,7,1723,1168
3858,17,1211,200
3859,14,1724,1279
3860,0,944,298
3861,17,647,585
3862,0,1017,327
3863,4,1725,1749
3864,2,1726,1750
3865,0,358,293
3866,1,283,1751
3867,7,256,301
3868,2,1727,1752
3869,4,207,91
3870,4,495,423
3871,4,1728,26
3872,4,1729,84
3873,0,107,191
3874,4,1730,1256
3875,1,1501,122
3876,4,1156,1753
3877,0,20,251
3878,2,1731,1754
3879,7,1732,1755
3880,0,1733,1756
3881,0,843,425
3882,5,1145,0
3883,5,1734,1757
3884,4,1735,657
3885,0,1220,1758
3886,4,1736,1759
3887,7,1346,84
3888,7,1737,1760
3889,5,786,550
3890,10,872,438
3891,7,1061,1761
3892,0,1738,1257
3893,7,164,6
3894,2,1221,292
3895,0,739,328
3896,6,1137,1762
3897,4,1739,21
3898,4,1740,66
3899,7,1178,640
3900,0,1265,1763
3901,0,953,1764
3902,0,1741,1764
3903,7,646,835
3904,1,1080,129
3905,4,348,119
3906,1,1742,281
3907,7,818,44
3908,4,1743,1765
3909,0,62,1499
3910,7,766,702
3911,0,93,92
3912,0,445,1532
3913,18,591,1766
3914,4,1744,1767
3915,6,1072,368
3916,4,1745,1768
3917,0,117,727
3918,0,237,313
3919,0,302,82
3920,7,1502,1769
3921,4,1746,1770
3922,7,757,436
3923,7,1747,1
3924,4,104,666
3925,4,780,5
3926,0,175,19
3927,4,1571,1771
3928,7,1748,1772
3929,2,1749,1773
3930,2,1750,1774
3931,0,1751,473
3932,0,348,298
3933,10,1041,865
3934,1,697,575
3935,4,1541,183
3936,7,1752,1775
3937,0,80,55
3938,5,1187,247
3939,4,1626,1776
3940,0,1753,1777
3941,5,122,15
3942,7,1754,170
3943,4,35,259
3944,5,82,1778
3945,10,1063,1779
3946,4,1755,61
3947,4,1152,1780
3948,0,1756,1450
3949,4,1757,1781
3950,4,1758,946
3951,7,1759,1782
3952,4,1760,1783
3953,1,1068,225
3954,4,1446,1468
3955,4,1446,1468
3956,10,82,1784
3957,4,1643,753
3958,5,1761,1785
3959,1,1762,426
3960,1,461,1786
3961,0,1763,1582
3962,7,1764,465
3963,4,1516,1787
3964,4,597,1787
3965,4,1516,1787
3966,4,1765,1730
3967,7,1766,1788
3968,0,1767,126
3969,4,1768,33
3970,0,970,1045
3971,0,304,12
3972,4,1484,1789
3973,7,993,1790
3974,7,1178,1791
3975,4,1769,566
3976,2,1189,1750
3977,6,1770,1607
3978,4,34,521
3979,0,1771,96
3980,7,129,1016
3981,0,1772,211
3982,2,1773,1792
3983,5,763,13
3984,7,1774,1793
3985,5,1096,957
3986,7,453,73
3987,4,1775,710
3988,7,388,1271
3989,0,981,1794
3990,0,981,968
3991,6,665,1795
3992,18,526,454
3993,7,613,1176
3994,7,1078,1069
3995,4,1776,67
3996,2,1777,1796
3997,0,1762,1001
3998,0,480,166
3999,13,1778,1182
4000,5,1779,1797
4001,4,360,995
4002,7,1227,1798
4003,7,1780,30
4004,6,128,766
4005,6,1781,1799
4006,2,1204,1209
4007,4,788,91
4008,4,1044,570
4009,0,960,403
4010,10,799,539
4011,18,684,558
4012,7,1577,1257
4013,6,665,1800
4014,4,1782,1801
4015,7,1783,1802
4016,5,231,210
4017,2,1784,1803
4018,7,80,84
4019,7,998,84
4020,7,1346,84
4021,18,1785,603
4022,0,1786,1804
4023,10,1787,223
4024,4,1171,216
4025,7,6,200
4026,0,1788,1805
4027,5,331,84
4028,1,1588,1806
4029,4,232,583
4030,5,249,363
4031,6,1789,1807
4032,6,1789,1807
4033,7,1110,264
4034,4,884,2
4035,4,1760,1783
4036,0,1790,1808
4037,1,341,44
4038,7,344,1809
4039,4,322,1810
4040,10,683,1811
4041,7,1036,154
4042,4,1791,1812
4043,4,1792,196
4044,10,253,1813
4045,18,274,1814
4046,4,316,583
4047,7,303,1815
4048,4,384,965
4049,0,1793,65
4050,10,1606,1816
4051,6,1794,1817
4052,0,1795,1603
4053,12,370,380
4054,7,368,523
4055,18,1226,1818
4056,4,1796,1819
4057,4,1329,487
4058,7,210,1820
4059,0,545,200
4060,4,237,1821
4061,4,649,411
4062,0,412,82
4063,4,1797,226
4064,5,331,1822
4065,7,300,1823
4066,7,158,145
4067,1,154,1638
4068,7,192,1824
4069,7,1798,1825
4070,6,1799,1826
4071,13,647,585
4072,7,1800,1827
4073,4,1801,1782
4074,0,1802,621
4075,4,1803,455
4076,7,707,116
4077,1,1804,1828
4078,1,1804,1829
4079,1,1805,1362
4080,0,355,322
4081,7,613,1830
4082,4,1806,52
4083,10,363,1831
4084,4,447,1832
4085,4,1807,1121
4086,0,5,313
4087,0,238,9
4088,7,39,283
4089,4,1808,61
4090,7,1809,1833
4091,7,283,865
4092,7,403,1834
4093,2,1810,91
4094,0,68,749
4095,7,275,710
4096,2,413,1835
4097,10,1811,1836
4098,4,1812,1837
4099,5,1813,1838
4100,7,1814,587
4101,4,1815,1839
4102,10,1816,1840
4103,5,91,1841
4104,4,657,1842
4105,7,1817,1843
4106,4,254,15
4107,5,1818,665
4108,4,1188,24
4109,0,1819,866
4110,4,1820,1844
4111,4,1821,1845
4112,7,536,865
4113,14,1822,640
4114,4,1823,565
4115,10,1085,1846
4116,4,1487,1344
4117,4,1597,1625
4118,6,1824,1189
4119,4,640,865
4120,4,1795,1847
4121,4,1825,1230
4122,4,161,675
4123,0,364,235
4124,4,702,70
4125,7,472,9
4126,7,1826,591
4127,7,1827,1848
4128,0,204,242
4129,4,1828,1849
4130,7,130,954
4131,18,1829,127
4132,5,15,114
4133,4,1830,57
4134,5,1831,90
4135,0,164,438
4136,7,1419,570
4137,7,537,457
4138,7,77,943
4139,4,734,1850
4140,4,619,282
4141,4,619,1851
4142,2,1189,1852
4143,1,1832,1853
4144,7,1361,457
4145,10,1116,1854
4146,10,1050,1855
4147,7,1833,1856
4148,7,536,1857
4149,5,1834,12
4150,18,358,114
4151,4,963,951
4152,4,1835,1002
4153,7,1416,97
4154,7,1836,248
4155,1,507,1858
4156,18,189,1218
4157,2,1837,1859
4158,4,15,15
4159,4,1838,1453
4160,18,1839,1860
4161,4,1840,1861
4162,4,1654,1451
4163,5,1820,1862
4164,4,1246,1780
4165,0,1368,1863
4166,0,92,368
4167,5,1841,1864
4168,4,547,488
4169,5,644,1001
4170,18,1842,1215
4171,4,454,1865
4172,4,180,1483
4173,4,1843,707
4174,4,1513,1516
4175,7,1515,1689
4176,4,1844,158
4177,5,1845,1226
4178,4,1846,877
4179,4,1126,529
4180,8,1847,1866
4181,18,786,1867
4182,6,1848,1868
4183,10,1849,1869
4184,7,775,117
4185,5,1850,1870
4186,5,1851,19
4187,0,1852,25
4188,10,422,1871
4189,0,163,5
4190,4,155,1872
4191,6,1853,1873
4192,4,1854,1874
4193,7,1040,464
4194,4,557,46
4195,7,1855,1875
4196,0,93,92
4197,5,1856,286
4198,4,642,54
4199,2,1857,77
4200,0,1150,96
4201,4,47,47
4202,18,786,462
4203,6,947,530
4204,7,1858,1876
4205,1,777,1877
4206,1,575,1878
4207,4,470,1879
4208,4,1859,1194
4209,6,1860,1880
4210,4,1861,1881
4211,4,1862,728
4212,5,1312,1882
4213,0,1863,1883
4214,4,530,411
4215,10,952,640
4216,7,1595,1878
4217,4,1864,1884
4218,4,299,1885
4219,0,951,96
4220,0,938,545
4221,2,1865,252
4222,7,1686,1886
4223,1,41,1887
4224,13,1866,1657
4225,4,90,2
4226,1,1867,1888
4227,1,560,1888
4228,7,1868,804
4229,7,536,1889
4230,4,237,1146
4231,4,1869,1032
4232,7,711,809
4233,5,286,225
4234,18,1433,113
4235,5,376,46
4236,4,1320,88
4237,7,1870,1890
4238,4,1871,1891
4239,6,1872,1892
4240,0,1278,1065
4241,7,363,148
4242,18,523,452
4243,4,1873,1893
4244,4,11,942
4245,0,730,1471
4246,0,1874,1894
4247,4,1439,4
4248,0,808,31
4249,5,1051,1447
4250,7,839,786
4251,18,837,1895
4252,7,347,646
4253,4,404,1896
4254,0,110,251
4255,7,1875,1497
4256,18,835,26
4257,4,1876,981
4258,18,605,1897
4259,4,547,455
4260,1,1877,1898
4261,7,640,826
4262,7,167,1899
4263,18,1878,458
4264,4,341,264
4265,1,1879,1102
4266,4,500,1900
4267,10,1880,1901
4268,5,242,1902
4269,4,1179,393
4270,7,1001,1215
4271,4,1881,1130
4272,7,195,43
4273,2,1882,1903
4274,4,806,436
4275,4,542,1904
4276,0,135,84
4277,0,21,703
4278,4,1883,1483
4279,4,1479,1905
4280,5,795,372
4281,7,1884,1906
4282,6,203,1907
4283,7,646,1908
4284,4,1110,926
4285,7,605,464
4286,0,210,183
4287,0,61,1532
4288,5,124,1436
4289,2,1885,1909
4290,5,1886,389
4291,4,1530,1910
4292,4,273,70
4293,5,1887,1911
4294,6,303,980
4295,10,1888,1912
4296,5,1575,1913
4297,0,1889,581
4298,4,1890,1914
4299,4,722,662
4300,1,103,1915
4301,4,330,1916
4302,6,1891,1917
4303,0,1892,1918
4304,5,418,210
4305,10,1893,1919
4306,12,583,627
4307,7,1110,1920
4308,6,1894,1921
4309,4,213,110
4310,4,1895,169
4311,4,339,34
4312,4,182,327
4313,4,336,433
4314,1,640,1922
4315,4,1896,264
4316,4,1541,850
4317,5,446,424
4318,12,484,248
4319,4,209,510
4320,6,83,1923
4321,7,1897,1835
4322,5,1898,5
4323,6,1899,1924
4324,1,1900,1925
4325,0,46,235
4326,7,1901,1086
4327,5,1902,1452
4328,7,1903,1926
4329,5,811,1453
4330,4,1225,82
4331,5,696,1927
4332,4,757,937
4333,4,1904,1928
4334,4,1905,1929
4335,7,386,10
4336,7,1906,1930
4337,4,1549,1931
4338,4,1907,1931
4339,2,1189,1932
4340,4,1414,798
4341,4,1317,1933
4342,0,514,132
4343,4,1385,416
4344,6,1908,1934
4345,4,751,1935
4346,2,1909,1936
4347,4,281,18
4348,0,395,324
4349,6,1910,1937
4350,7,1911,1938
4351,2,1912,324
4352,0,61,314
4353,10,1392,1939
4354,6,1913,1940
4355,7,340,1941
4356,0,289,1942
4357,7,1914,1943
4358,17,1287,603
4359,0,84,287
4360,4,544,461
4361,0,554,1944
4362,6,1915,1945
4363,1,1754,212
4364,1,1090,867
4365,4,1414,455
4366,4,922,1946
4367,4,1520,1194
4368,4,1916,910
4369,4,488,1947
4370,0,68,9
4371,7,1670,458
4372,4,323,22
4373,4,205,748
4374,7,1917,1948
4375,1,1091,92
4376,0,1878,458
4377,6,1918,1949
4378,0,1269,479
4379,18,122,15
4380,4,353,1510
4381,4,429,1950
4382,1,1171,458
4383,7,1040,200
4384,7,1211,200
4385,6,1919,1951
4386,5,786,194
4387,7,540,582
4388,7,536,592
4389,4,1007,1952
4390,4,1920,1953
4391,7,242,127
4392,5,240,337
4393,18,1272,1382
4394,4,649,515
4395,4,994,1954
4396,4,1019,1955
4397,0,286,6
4398,4,10,88
4399,7,261,1956
4400,0,1420,881
4401,0,1921,1957
4402,7,1922,1958
4403,7,1923,346
4404,7,1924,1959
4405,5,654,918
4406,18,1723,475
4407,18,515,252
4408,4,209,1429
4409,0,1317,1960
4410,4,1531,529
4411,7,189,1961
4412,4,1219,641
4413,0,16,1506
4414,4,1675,521
4415,2,1925,182
4416,0,740,185
4417,5,1484,1512
4418,0,799,80
4419,0,929,129
4420,4,1926,1962
4421,7,1927,1963
4422,7,1109,1964
4423,0,116,112
4424,4,1928,1676
4425,0,790,728
4426,4,1929,1965
4427,5,81,1966
4428,7,1930,1967
4429,4,285,1968
4430,1,566,1969
4431,4,864,727
4432,4,573,67
4433,0,1050,20
4434,4,1086,411
4435,4,1931,1970
4436,0,301,1531
4437,7,961,949
4438,0,62,1971
4439,4,1932,933
4440,4,1933,1972
4441,4,1934,1452
4442,4,1935,35
4443,4,534,462
4444,0,1936,999
4445,0,1551,1973
4446,4,534,1974
4447,4,534,1830
4448,1,534,1975
4449,0,1172,1850
4450,0,1937,330
4451,1,47,47
4452,4,1635,1094
4453,4,971,545
4454,5,65,299
4455,7,1938,1976
4456,7,297,1819
4457,4,779,438
4458,0,1939,403
4459,7,211,1885
4460,0,1940,1977
4461,6,1941,1978
4462,5,527,482
4463,4,1942,1979
4464,18,1942,1980
4465,7,626,1981
4466,6,695,1982
4467,4,195,283
4468,0,960,810
4469,1,1943,1983
4470,0,414,153
4471,0,1944,1984
4472,4,346,1985
4473,18,1945,1986
4474,0,1483,1239
4475,1,1946,1987
4476,4,1501,622
4477,10,1947,848
4478,4,877,1475
4479,4,10,248
4480,4,166,24
4481,15,1173,457
4482,7,1948,1988
4483,7,500,1095
4484,7,216,372
4485,4,1949,1989
4486,1,981,969
4487,14,1893,1076
4488,4,530,983
4489,4,302,12
